,query,match,distance,query_video,match_video,original_basename_q,original_basename_m,label
18,336,2234,0.32940508518567313,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,b456e8c43b204cb5ac85d62f02cfc922,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,3rb37ogopQg-1529fe303c2023ffbe4704741f9c8d0c,False
19,336,499,0.33155182478594514,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,uLz-8S729sw-822890435aeade51a9c08721c9d3db2a,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,uLz-8S729sw-822890435aeade51a9c08721c9d3db2a,False
20,336,1286,0.3343855127802941,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,149f7cd30c7a4e309c56f069830d5472,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,False
21,336,1993,0.3365327482679486,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,1jJpdSloPno-d7f70b8d87dcc7c5a132521872260fdd,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,1jJpdSloPno-d7f70b8d87dcc7c5a132521872260fdd,False
22,336,369,0.33665164795859626,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,mzJwjnQfSd8-0780854ae14845f15f66c4de5b71d88a,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,mzJwjnQfSd8-0780854ae14845f15f66c4de5b71d88a,False
23,336,296,0.33773906234171863,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,j5pYPAZuy9M-3399c3e1648d74a9f86c9fd7ddcb025f,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,j5pYPAZuy9M-3399c3e1648d74a9f86c9fd7ddcb025f,False
24,336,968,0.3392082734167305,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,49d9ddb1b5f044cc9e43ec5ae968d83a,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,Ki_zcehbtRs-0b01394092f8fc8de830507bea65d78a,False
25,336,2186,0.34340678832810995,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,Tx8x4uNW4_U-751029baa910c3a5ccdf40da8c057166,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,Tx8x4uNW4_U-751029baa910c3a5ccdf40da8c057166,False
26,336,1028,0.3452461847407586,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,1gksBKpHbOY-bd01279ebff0156e66fa062af04563cc,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,1gksBKpHbOY-bd01279ebff0156e66fa062af04563cc,False
27,336,1012,0.34625682611932124,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,YyFPuh4sKK0-fd6900c3558c5152810240a7d7230756,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,YyFPuh4sKK0-fd6900c3558c5152810240a7d7230756,False
28,336,1711,0.3464593667451019,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,6PS5AGQz9GU-90b0a57fff0926f73ed2f986cc4a238c,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,6PS5AGQz9GU-90b0a57fff0926f73ed2f986cc4a238c,False
29,336,1086,0.3474825059963098,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,WchhyslVkts-444d669e2d69d0ff7e3af7a9310b18f4,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,WchhyslVkts-444d669e2d69d0ff7e3af7a9310b18f4,False
30,336,1958,0.34748273612758895,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,JdUdGSHbfl8-5f990d9a138f62056e554fd15ae55138,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,JdUdGSHbfl8-5f990d9a138f62056e554fd15ae55138,False
31,336,1057,0.3484982812455403,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,Kfh4tuaUh1Q-c72a729ba366ba9eb353715f4b889872,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,Kfh4tuaUh1Q-c72a729ba366ba9eb353715f4b889872,False
32,336,1106,0.3487487758378292,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,572db16dbe514a67bf203a80f2b7a252,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,U5FMiyX0gXc-8d80e2cd3e841f96828a9f883e0cbbef,False
33,336,1800,0.3503980354301293,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,udQ9gkMoR2k-ca4230a96635653cbe3236178a5a666f,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,udQ9gkMoR2k-ca4230a96635653cbe3236178a5a666f,False
34,336,1546,0.35070416886461525,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,Sj_me_1_Lnk-19b3194e7f877e0e182fa5e43080883d,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,Sj_me_1_Lnk-19b3194e7f877e0e182fa5e43080883d,False
35,336,913,0.3513187525453106,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,FU4oK3_ku0w-eb7de16258447059cda3d14e2dbc9c02,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,FU4oK3_ku0w-eb7de16258447059cda3d14e2dbc9c02,False
36,336,439,0.35207799571506193,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,38200c73da16424091d7ea06ba7c2d48,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,JdUdGSHbfl8-5f990d9a138f62056e554fd15ae55138,False
37,336,754,0.3523703429255479,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,e7VxeKKpGV8-b476b21c5d6fd37ea9bbc47c2129639e,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,e7VxeKKpGV8-b476b21c5d6fd37ea9bbc47c2129639e,False
38,336,612,0.35422364015936947,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,d26468ddc9eb4436906535812429566b,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,AA82DdkVh5s-db5b2e3d870f1005da5e88c3e6b256f4,False
39,336,654,0.3542443633867424,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,POKyG8LcUAU-d9b458ccd430f094d47cfea2c6aff72b,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,POKyG8LcUAU-d9b458ccd430f094d47cfea2c6aff72b,False
40,336,642,0.3547141654334907,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,cvwtsrdnbf0-8d0395ed54d18665805c444342499984,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,cvwtsrdnbf0-8d0395ed54d18665805c444342499984,False
41,336,1414,0.3556110275616498,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,b1f6d81fa22449289720015281b05bc8,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,VSxPuIzFDMA-a62ff1f9553fc77149e4bac131ee419e,False
42,336,1270,0.3568055279355321,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,57b2f7a882af484e9b4ac2553f8b34a0,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,_5g95MUIieM-7673d38ccc6e268bf6d79e61f388d37b,False
43,336,1479,0.3573964430563528,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,ohngCDAw4QI-50c283e39de3da07592e9ccd3a3e4fa1,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,ohngCDAw4QI-50c283e39de3da07592e9ccd3a3e4fa1,False
44,336,1575,0.3576993012977227,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,HFq9Y3AEknE-0743694d8cb50b9511b92ff7c9215a5e,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,HFq9Y3AEknE-0743694d8cb50b9511b92ff7c9215a5e,False
45,336,1601,0.3577231975749745,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,L05OESPYArg-5fc7b3ac8c615e2ceab6e1074f43987f,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,L05OESPYArg-5fc7b3ac8c615e2ceab6e1074f43987f,False
46,336,2110,0.3580274952206452,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,7-OZT6BcirA-7a8a359044a0dbabeb6ffffffe5ef379,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,7-OZT6BcirA-7a8a359044a0dbabeb6ffffffe5ef379,False
47,336,1738,0.35923817719848766,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,cPtU-paCXRc-504c3e7562519da08c940c4b4638e2d6,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,cPtU-paCXRc-504c3e7562519da08c940c4b4638e2d6,False
48,336,933,0.3594352372138809,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,5bi3RyRDjhQ-d5ccfcd3a73dd5ecf46e0f1b3232f576,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,5bi3RyRDjhQ-d5ccfcd3a73dd5ecf46e0f1b3232f576,False
49,336,1211,0.35986463534608193,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,uqiZuNlulNY-20b1daf0b95a4fe6cfc350a3a34424e5,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,uqiZuNlulNY-20b1daf0b95a4fe6cfc350a3a34424e5,False
50,517,517,0.0,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,True
51,517,1286,0.19983011950692575,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,149f7cd30c7a4e309c56f069830d5472,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,True
52,517,1140,0.282791122845197,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,JHxblI1kF_o-a7a5a71059e27334996322da89671f20,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,JHxblI1kF_o-a7a5a71059e27334996322da89671f20,False
53,517,2201,0.29323365363872345,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,L0_rkEpQEsQ-54252508d5c94919c1da0a537e6ecd91,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,L0_rkEpQEsQ-54252508d5c94919c1da0a537e6ecd91,False
54,517,653,0.2984826500596596,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,puME6wQyP98-f9659f8e6dcac0a1a45e7ea1741f28b8,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,puME6wQyP98-f9659f8e6dcac0a1a45e7ea1741f28b8,False
55,517,1211,0.30091475787062255,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,uqiZuNlulNY-20b1daf0b95a4fe6cfc350a3a34424e5,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,uqiZuNlulNY-20b1daf0b95a4fe6cfc350a3a34424e5,False
56,517,369,0.31352827553581963,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,mzJwjnQfSd8-0780854ae14845f15f66c4de5b71d88a,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,mzJwjnQfSd8-0780854ae14845f15f66c4de5b71d88a,False
57,517,2186,0.3158260618210125,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,Tx8x4uNW4_U-751029baa910c3a5ccdf40da8c057166,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,Tx8x4uNW4_U-751029baa910c3a5ccdf40da8c057166,False
58,517,336,0.31638414979996765,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,False
59,517,1479,0.31690549916850885,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,ohngCDAw4QI-50c283e39de3da07592e9ccd3a3e4fa1,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,ohngCDAw4QI-50c283e39de3da07592e9ccd3a3e4fa1,False
60,517,1056,0.3170190248696739,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,RC-75r1V3l8-b42f998425e0bcca0a6b197073b259ef,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,RC-75r1V3l8-b42f998425e0bcca0a6b197073b259ef,False
61,517,975,0.31822560783431025,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,44f0ff2cabfb481ea01125da92a843ea,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,False
62,517,1490,0.32522873231101307,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,hMZ2ypzIPUs-9acf918df62ff0f08efd5b18fe6ad39c,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,hMZ2ypzIPUs-9acf918df62ff0f08efd5b18fe6ad39c,False
63,517,499,0.32782731259389125,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,uLz-8S729sw-822890435aeade51a9c08721c9d3db2a,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,uLz-8S729sw-822890435aeade51a9c08721c9d3db2a,False
64,517,1546,0.32846322896688673,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,Sj_me_1_Lnk-19b3194e7f877e0e182fa5e43080883d,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,Sj_me_1_Lnk-19b3194e7f877e0e182fa5e43080883d,False
65,517,1135,0.3289036167341439,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,1b35e8a8f121457c8bc5afe5fcf03e41,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,Tx8x4uNW4_U-751029baa910c3a5ccdf40da8c057166,False
66,517,1418,0.33380462205253575,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,l0m5IicWl1A-4560787d1b8b6d973d384683b4225670,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,l0m5IicWl1A-4560787d1b8b6d973d384683b4225670,False
67,517,1820,0.3343201712411647,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,6efef378a9224a54afa86e2bfa8f817f,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,AA82DdkVh5s-db5b2e3d870f1005da5e88c3e6b256f4,False
68,517,581,0.34013512937575624,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,3fa1220959194d298dfa460056cb5d85,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,False
69,517,662,0.340496794106805,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,xW0WYnr_zD4-cb470ee7cb73c51174f8afd7805a106a,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,xW0WYnr_zD4-cb470ee7cb73c51174f8afd7805a106a,False
70,517,1104,0.3440821950948055,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,hWjAAMoC3u8-054448970c8b6ea05677e7084c994b5a,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,hWjAAMoC3u8-054448970c8b6ea05677e7084c994b5a,False
71,517,672,0.346692652234071,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,wTY5mlH8zjY-fcf2e2525bea2994e1020d15b9590793,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,wTY5mlH8zjY-fcf2e2525bea2994e1020d15b9590793,False
72,517,1711,0.34796000706495095,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,6PS5AGQz9GU-90b0a57fff0926f73ed2f986cc4a238c,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,6PS5AGQz9GU-90b0a57fff0926f73ed2f986cc4a238c,False
73,517,142,0.34816204548876084,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,8c6603dbbffa4f80b7c4cf3b34eed2e2,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,hMZ2ypzIPUs-9acf918df62ff0f08efd5b18fe6ad39c,False
74,517,933,0.34828247106139476,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,5bi3RyRDjhQ-d5ccfcd3a73dd5ecf46e0f1b3232f576,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,5bi3RyRDjhQ-d5ccfcd3a73dd5ecf46e0f1b3232f576,False
75,517,1326,0.34897100397636416,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,Ki_zcehbtRs-0b01394092f8fc8de830507bea65d78a,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,Ki_zcehbtRs-0b01394092f8fc8de830507bea65d78a,False
76,517,754,0.34931606912861796,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,e7VxeKKpGV8-b476b21c5d6fd37ea9bbc47c2129639e,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,e7VxeKKpGV8-b476b21c5d6fd37ea9bbc47c2129639e,False
77,517,874,0.35186883745323644,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,868b988dc04646669dc4d1b7c0fc955e,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,SoQB35MA4cQ-9125c7f196154e8f92caaed86fde4ccf,False
78,517,1053,0.35206305065196586,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,nT1F2tOv2vU-8523b9873c89ed77669b39d4d1c98f87,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,nT1F2tOv2vU-8523b9873c89ed77669b39d4d1c98f87,False
79,517,1057,0.35462248277393393,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,Kfh4tuaUh1Q-c72a729ba366ba9eb353715f4b889872,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,Kfh4tuaUh1Q-c72a729ba366ba9eb353715f4b889872,False
80,517,654,0.355589738677142,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,POKyG8LcUAU-d9b458ccd430f094d47cfea2c6aff72b,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,POKyG8LcUAU-d9b458ccd430f094d47cfea2c6aff72b,False
81,517,359,0.3568770429352664,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,kygLM6mJu70-557fa2780af95ea53e83677f57b00cd2,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,kygLM6mJu70-557fa2780af95ea53e83677f57b00cd2,False
82,517,296,0.3572163762499925,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,j5pYPAZuy9M-3399c3e1648d74a9f86c9fd7ddcb025f,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,j5pYPAZuy9M-3399c3e1648d74a9f86c9fd7ddcb025f,False
83,517,1012,0.35819989891643683,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,YyFPuh4sKK0-fd6900c3558c5152810240a7d7230756,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,YyFPuh4sKK0-fd6900c3558c5152810240a7d7230756,False
84,517,1252,0.3592153477158446,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,lUCLW5yNB_c-6eaefb2cf76574a7ced189bc8647e55e,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,lUCLW5yNB_c-6eaefb2cf76574a7ced189bc8647e55e,False
85,517,614,0.3599540725468313,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,Mw_Jm92_NjQ-9a6a4f7be04dd23539ac71b22d104159,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,Mw_Jm92_NjQ-9a6a4f7be04dd23539ac71b22d104159,False
86,517,1836,0.360192680471755,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,5dfDTxEu_fM-1fca2cf6f380553fd1c0f146c617dc0d,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,5dfDTxEu_fM-1fca2cf6f380553fd1c0f146c617dc0d,False
87,517,1227,0.3604848974514309,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,BV2i1QGcFxc-4779352f1fdb2b1a513f141b858c3cae,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,BV2i1QGcFxc-4779352f1fdb2b1a513f141b858c3cae,False
88,517,1738,0.3607941792199625,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,cPtU-paCXRc-504c3e7562519da08c940c4b4638e2d6,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,cPtU-paCXRc-504c3e7562519da08c940c4b4638e2d6,False
89,517,900,0.3625754676721935,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,542e0f5646114c49838563b8cc69b74d,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,_bja8VCDY_w-129f9c4b34cfe6227d4311231e08ee3f,False
90,517,2120,0.3640457727228467,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,aHUPXNbwQ-I-ff83ff894d7e42a5ac917fa5568cfff9,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,aHUPXNbwQ-I-ff83ff894d7e42a5ac917fa5568cfff9,False
